id,title,initiative,author,num_support,num_against,num_abstained,passed,documentcategory,subcategory,topic,Ciudadanos,Más País,PNV,PP,PSOE,CUP,ERC,VOX,EH Bildu,Junts,date,deepseek_7b,falcon3_7b,gemma2_9b,llama3_8b,mistral_7b
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Sección 35 (Fondo de Contingencia)  Sin enmiendas,,176,163,2,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,-1,-1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Sección 36 (Sistemas de Financiación de Entes Territoriales),,330,347,5,False,Función legislativa,Proyecto de ley.,,0.0,-1,0,0,0,0.0,,,,,30/5/2017,1.0,0.0,0.0,1.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Sección 60 (Seguridad Social),,1066,1219,102,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Tìtulo IV  Sin enmiendas,,178,162,1,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,-1,-1.0,,,,,30/5/2017,0.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título I,,416,600,7,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,-1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título II,,338,340,4,False,Función legislativa,Proyecto de ley.,,0.0,-1,0,0,0,0.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título III,,1442,2438,212,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título V,,331,339,12,False,Función legislativa,Proyecto de ley.,,0.0,-1,0,0,0,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título VI,,958,1820,291,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,-1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título VII,,664,693,7,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000006,Proyecto de Ley de Presupuestos Generales del Estado para el año 2017.,Título VIII  y artículos nuevos,,499,517,7,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000007,"Proyecto de Ley Orgánica por la que se modifica la Ley Orgánica 2/2006, de 3 de mayo, de Educación.","Proyecto de Ley Orgánica por la que se modifica la Ley Orgánica 2/2006, de 3 de mayo, de Educación.",,11229,47929,6642,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,-1,-1,-1.0,1.0,-1.0,-1.0,-1.0,19/11/2020,1.0,0.0,0.0,1.0,1.0
121/000007,"Proyecto de Ley Orgánica por la que se modifica la Ley Orgánica 2/2006, de 3 de mayo, de Educación.","Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley Orgánica por la que se modifica la Ley Orgánica 2/2006, de 3 de mayo, de Educación, presentadas por los Grupos Parlamentarios Ciudadanos, VOX y Popular en el Congreso.",,153,195,2,False,Función legislativa,Proyecto de ley.,,1.0,-1,-1,1,-1,-1.0,-1.0,1.0,-1.0,-1.0,17/6/2020,-1.0,0.0,0.0,1.0,1.0
121/000007,"Proyecto de Ley por la que se crea la Agencia Estatal de Salud Pública y se modifica la Ley 33/2011, de 4 de octubre, General de Salud Pública.","Proyecto de Ley por la que se crea la Agencia Estatal de Salud Pública y se modifica la Ley 33/2011, de 4 de octubre, General de Salud Pública.",,219,715,14,False,Función legislativa,Proyecto de ley.,,,-1,-1,-1,-1,,-1.0,1.0,-1.0,,20/3/2025,1.0,1.0,0.0,1.0,1.0
121/000007,"Proyecto de Ley por la que se crea la Agencia Estatal de Salud Pública y se modifica la Ley 33/2011, de 4 de octubre, General de Salud Pública.","Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley por la que se crea la Agencia Estatal de Salud Pública y se modifica la Ley 33/2011, de 4 de octubre, General de Salud Pública, presentada por el Grupo Parlamentario Republicano.",,313,0,3,True,Función legislativa,Proyecto de ley.,,,1,1,1,1,,1.0,1.0,1.0,,29/2/2024,1.0,0.0,0.0,1.0,1.0
121/000007,"Proyecto de Ley por la que se crea la Agencia Estatal de Salud Pública y se modifica la Ley 33/2011, de 4 de octubre, General de Salud Pública.","Votación del dictamen del Proyecto de Ley por la que se crea la Agencia Estatal de Salud Pública y se modifica la Ley 33/2011, de 4 de octubre, General de Salud Pública.",,141,169,6,False,Función legislativa,Proyecto de ley.,,,1,1,-1,1,,1.0,-1.0,1.0,,20/3/2025,-1.0,1.0,1.0,1.0,1.0
121/000008,"Proyecto de Ley por la que se deroga el despido objetivo por faltas de asistencia al trabajo establecido en el artículo 52.d) del texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre (procedente del Real Decreto-ley 4/2020, de 18 de febrero).","Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se deroga el despido objetivo por faltas de asistencia al trabajo establecido en el artículo 52.d) del texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre (procedente del Real Decreto-ley 4/2020, de 18 de febrero).",,295,52,3,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,11/6/2020,1.0,-1.0,0.0,1.0,1.0
121/000008,"Proyecto de Ley por la que se deroga el despido objetivo por faltas de asistencia al trabajo establecido en el artículo 52.d) del texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre (procedente del Real Decreto-ley 4/2020, de 18 de febrero).","Enmienda a la totalidad de texto alternativo al Proyecto de Ley por la que se deroga el despido objetivo por faltas de asistencia al trabajo establecido en el artículo 52.d) del texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre (procedente del Real Decreto-ley 4/2020, de 18 de febrero), presentada por el Grupo Parlamentario VOX.",,49,207,94,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,0,-1,-1.0,-1.0,1.0,-1.0,-1.0,16/6/2020,0.0,0.0,0.0,1.0,1.0
121/000008,"Proyecto de Ley por la que se deroga el despido objetivo por faltas de asistencia al trabajo establecido en el artículo 52.d) del texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre (procedente del Real Decreto-ley 4/2020, de 18 de febrero).","Votación de conjunto del Proyecto de Ley por la que se deroga el despido objetivo por faltas de asistencia al trabajo establecido en el artículo 52.d) del texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre (procedente del Real Decreto-ley 4/2020, de 18 de febrero), por tramitarse en lectura única, teniendo en cuenta las correcciones técnicas distribuidas.",,203,55,92,True,Función legislativa,Proyecto de ley.,,1.0,1,1,0,1,1.0,1.0,-1.0,1.0,1.0,17/6/2020,1.0,-1.0,0.0,1.0,1.0
121/000008,"Proyecto de Ley por la que se modifican el texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre, y otras disposiciones en materia laboral, para la transposición de la Directiva (UE) 2019/1152 del Parlamento Europeo y del Consejo, de 20 de junio de 2019, relativa a unas condiciones laborales transparentes y previsibles en la Unión Europea.","Votación de la solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley por la que se modifican el texto refundido de la Ley del Estatuto de los Trabajadores, aprobado por el Real Decreto Legislativo 2/2015, de 23 de octubre, y otras disposiciones en materia laboral, para la transposición de la Directiva (UE) 2019/1152 del Parlamento Europeo y del Consejo, de 20 de junio de 2019, relativa a unas condiciones laborales transparentes y previsibles en la Unión Europea, presentada por el Grupo Parlamentario VOX.",,301,0,15,True,Función legislativa,Proyecto de ley.,,,1,0,1,1,,0.0,1.0,1.0,,21/3/2024,-1.0,0.0,0.0,0.0,1.0
121/000009,Proyecto de Ley de Movilidad Sostenible.,Proyecto de Ley de Movilidad Sostenible.,,480,142,8,True,Función legislativa,Proyecto de ley.,,,1,0,1,0,,0.0,1.0,0.0,,26/9/2024,1.0,0.0,0.0,1.0,1.0
121/000010,"Proyecto de Ley de creación de la Autoridad Administrativa Independiente para la Investigación Técnica de Accidentes e Incidentes ferroviarios, marítimos y de aviación civil.","Proyecto de Ley de creación de la Autoridad Administrativa Independiente para la Investigación Técnica de Accidentes e Incidentes ferroviarios, marítimos y de aviación civil.",,1786,1906,100,False,Función legislativa,Proyecto de ley.,,,1,-1,1,-1,,1.0,1.0,1.0,,27/6/2024,1.0,1.0,0.0,1.0,1.0
121/000010,"Proyecto de Ley de creación de la Autoridad Administrativa Independiente para la Investigación Técnica de Accidentes e Incidentes ferroviarios, marítimos y de aviación civil.","Votación de la solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley de creación de la Autoridad Administrativa Independiente para la Investigación Técnica de Accidentes e Incidentes ferroviarios, marítimos y de aviación civil, presentada por el Grupo Parlamentario Republicano.",,311,0,5,True,Función legislativa,Proyecto de ley.,,,1,1,1,1,,1.0,1.0,1.0,,23/5/2024,1.0,1.0,0.0,1.0,1.0
121/000010,"Proyecto de Ley de creación de la Autoridad Administrativa Independiente para la Investigación Técnica de Accidentes e Incidentes ferroviarios, marítimos y de aviación civil.","Votación del dictamen del Proyecto de Ley de creación de la Autoridad Administrativa Independiente para la Investigación Técnica de Accidentes e Incidentes ferroviarios, marítimos y de aviación civil.",,144,137,35,False,Función legislativa,Proyecto de ley.,,,1,1,-1,1,,1.0,0.0,1.0,,27/6/2024,1.0,1.0,0.0,1.0,1.0
121/000012,Proyecto de Ley por la que se regulan los servicios de atención a la clientela.,"Votación de la solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley por la que se regulan los servicios de atención a la clientela, presentada por el Grupo Parlamentario Republicano.",,308,0,8,True,Función legislativa,Proyecto de ley.,,,1,0,1,1,,1.0,1.0,1.0,,30/6/2022,1.0,-1.0,0.0,1.0,1.0
121/000013,"Proyecto de Ley de creación de la Oficina Española de Derechos de Autor y Conexos, O.A.","Proyecto de Ley de creación de la Oficina Española de Derechos de Autor y Conexos, O.A.",,347,282,3,True,Función legislativa,Proyecto de ley.,,,0,0,0,0,,0.0,1.0,0.0,,16/3/2023,1.0,0.0,0.0,1.0,1.0
121/000014,Proyecto de Ley básica de agentes forestales y medioambientales.,Proyecto de Ley básica de agentes forestales y medioambientales.,,3226,5963,923,False,Función legislativa,Proyecto de ley.,,,1,-1,1,-1,,1.0,-1.0,1.0,,23/7/2024,1.0,0.0,0.0,1.0,1.0
121/000014,Proyecto de Ley básica de agentes forestales y medioambientales.,"Votación de la solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley básica de agentes forestales y medioambientales, presentada por el Grupo Parlamentario Republicano.",,311,0,5,True,Función legislativa,Proyecto de ley.,,,1,1,1,1,,1.0,1.0,1.0,,23/5/2024,1.0,1.0,0.0,1.0,1.0
121/000014,Proyecto de Ley básica de agentes forestales y medioambientales.,Votación del Dictamen del Proyecto de Ley básica de agentes forestales y medioambientales.,,144,0,172,False,Función legislativa,Proyecto de ley.,,,1,1,0,1,,1.0,0.0,1.0,,23/7/2024,1.0,0.0,1.0,1.0,1.0
121/000015,Proyecto de Ley básica de bomberos forestales.,Proyecto de Ley básica de bomberos forestales.,,791,2912,405,False,Función legislativa,Proyecto de ley.,,,-1,-1,-1,-1,,-1.0,-1.0,-1.0,,23/7/2024,1.0,0.0,0.0,1.0,1.0
121/000015,Proyecto de Ley básica de bomberos forestales.,"Votación de la solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley básica de bomberos forestales, presentada por el Grupo Parlamentario Republicano.",,310,0,6,True,Función legislativa,Proyecto de ley.,,,1,1,1,1,,1.0,1.0,1.0,,23/5/2024,1.0,1.0,0.0,1.0,1.0
121/000015,Proyecto de Ley básica de bomberos forestales.,Votación del Dictamen del Proyecto de Ley básica de bomberos forestales.,,144,0,172,False,Función legislativa,Proyecto de ley.,,,1,1,0,1,,1.0,0.0,1.0,,23/7/2024,1.0,0.0,1.0,1.0,1.0
121/000015,"Proyecto de Ley de medidas urgentes en materia de protección y asistencia a las víctimas de violencia de género (procedente del Real Decreto-ley 12/2020, de 31 de marzo).","Proyecto de Ley de medidas urgentes en materia de protección y asistencia a las víctimas de violencia de género (procedente del Real Decreto-ley 12/2020, de 31 de marzo).",,297,50,3,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,11/3/2021,1.0,0.0,0.0,1.0,1.0
121/000016,Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia.,Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia (antes denominado Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia y de acciones colectivas para la protección y defensa de los derechos e intereses de los consumidores y usuarios).,,4690,6331,355,False,Función legislativa,Proyecto de ley.,,,1,1,-1,1,,1.0,-1.0,1.0,,14/11/2024,1.0,0.0,0.0,1.0,1.0
121/000016,Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia.,Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia.,,143,170,3,False,Función legislativa,Proyecto de ley.,,,1,1,-1,1,,1.0,-1.0,1.0,,19/12/2024,1.0,0.0,0.0,1.0,1.0
121/000016,Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia.,"Votación de la enmienda a la totalidad de devolución al Proyecto de Ley Orgánica de medidas en materia de eficiencia del Servicio Público de Justicia y de acciones colectivas para la protección y defensa de los derechos e intereses de los consumidores y usuarios, presentada por el Grupo Parlamentario Popular en el Congreso.",,170,145,1,True,Función legislativa,Proyecto de ley.,,,-1,-1,1,-1,,-1.0,1.0,-1.0,,11/7/2024,1.0,0.0,0.0,1.0,1.0
121/000016,"Proyecto de Ley por la que se modifica la Ley 58/2003, de 17 de diciembre, General Tributaria, en transposición de la Directiva (UE) 2018/822 del Consejo, de 25 de mayo de 2018, que modifica la Directiva 2011/16/UE por lo que se refiere al intercambio automático y obligatorio de información en el ámbito de la fiscalidad en relación con los mecanismos transfronterizos sujetos a comunicación de información.","Proyecto de Ley por la que se modifica la Ley 58/2003, de 17 de diciembre, General Tributaria, en transposición de la Directiva (UE) 2018/822 del Consejo, de 25 de mayo de 2018, que modifica la Directiva 2011/16/UE por lo que se refiere al intercambio automático y obligatorio de información en el ámbito de la fiscalidad en relación con los mecanismos transfronterizos sujetos a comunicación de información.",,338,0,12,True,Función legislativa,Proyecto de ley.,,1.0,1,1,1,1,1.0,1.0,1.0,0.0,1.0,17/12/2020,-1.0,0.0,0.0,1.0,1.0
121/000017,"Proyecto de Ley Orgánica por la que se modifica la Ley Orgánica 7/2014, de 12 de noviembre, sobre intercambio de información de antecedentes penales y consideración de resoluciones judiciales penales en la Unión Europea, para su adecuación a la normativa de la Unión Europea sobre el Sistema Europeo de Información de Antecedentes Penales (ECRIS).","Proyecto de Ley Orgánica por la que se modifica la Ley Orgánica 7/2014, de 12 de noviembre, sobre intercambio de información de antecedentes penales y consideración de resoluciones judiciales penales en la Unión Europea, para su adecuación a la normativa de la Unión Europea sobre el Sistema Europeo de Información de Antecedentes Penales (ECRIS).",,651,291,6,True,Función legislativa,Proyecto de ley.,,,1,1,1,1,,1.0,1.0,1.0,,17/9/2024,-1.0,0.0,0.0,1.0,1.0
121/000018,"Proyecto de Ley de medidas procesales y organizativas para hacer frente al COVID-19 en el ámbito de la Administración de Justicia (procedente del Real Decreto-ley 16/2020, de 28 de abril).","Proyecto de Ley de medidas procesales y organizativas para hacer frente al COVID-19 en el ámbito de la Administración de Justicia (procedente del Real Decreto-ley 16/2020, de 28 de abril).",,570,104,26,True,Función legislativa,Proyecto de ley.,,1.0,0,1,1,1,1.0,1.0,-1.0,1.0,1.0,16/9/2020,1.0,0.0,0.0,1.0,1.0
121/000018,Proyecto de Ley por la que se crea la Autoridad Administrativa Independiente de Defensa del Cliente Financiero para la resolución extrajudicial de conflictos entre las entidades financieras y sus clientes.,Proyecto de Ley por la que se crea la Autoridad Administrativa Independiente de Defensa del Cliente Financiero para la resolución extrajudicial de conflictos entre las entidades financieras y sus clientes.,,478,151,3,True,Función legislativa,Proyecto de ley.,,,1,0,1,0,,-1.0,1.0,0.0,,9/3/2023,1.0,1.0,0.0,1.0,1.0
121/000019,Proyecto de Ley de cambio climático y transición energética.,Proyecto de Ley de cambio climático y transición energética.,,1228,194,678,True,Función legislativa,Proyecto de ley.,,1.0,0,1,0,1,1.0,1.0,0.0,1.0,1.0,13/5/2021,1.0,-1.0,0.0,1.0,1.0
121/000019,Proyecto de Ley de cambio climático y transición energética.,"Votación de la enmienda a la totalidad de devolución al Proyecto de Ley de cambio climático y transición energética, presentada por el Grupo Parlamentario VOX.",,53,294,3,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,-1,-1,-1.0,-1.0,1.0,-1.0,-1.0,14/7/2020,-1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Anexos (I a XIV y nuevos),,647,689,28,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,22/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Disposiciones adicionales, transitorias, derogatorias y finales",,13454,22379,4064,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Entidades del Sector Público Administrativo, Empresarial y Fundacional. Anexo de Inversiones Reales.",,1278,2144,329,False,Función legislativa,Proyecto de ley.,,-1.0,0,-1,-1,1,1.0,,,,,23/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Estado de Ingresos,,188,336,158,False,Función legislativa,Proyecto de ley.,,0.0,-1,0,0,0,0.0,,,,,23/5/2018,1.0,0.0,1.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Preámbulo  Sin enmiendas.,,177,159,5,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,-1,-1.0,,,,,23/5/2018,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,,9162,5589,889,True,Función legislativa,Proyecto de ley.,,1.0,-1,-1,1,-1,1.0,,,,,28/6/2018,1.0,-1.0,1.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 01 (Casa de S.M. El Rey),,495,857,12,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,-1,1.0,,,,,31/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 02 (Cortes Generales),,496,507,20,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 03 (Tribunal de Cuentas),,499,513,11,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 04 (Tribunal Constitucional)  null,,337,338,7,False,Función legislativa,Proyecto de ley.,,0.0,0,0,0,-1,1.0,,,,,23/5/2018,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 05 (Consejo de Estado)   Sin enmiendas.,,259,79,3,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,1,-1.0,,,,,31/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 06 (Deuda Pública),,253,422,7,False,Función legislativa,Proyecto de ley.,,0.0,0,0,-1,-1,-1.0,,,,,30/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 07 (Clases Pasivas)  Sin enmiendas.,,176,159,6,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,-1,-1.0,,,,,22/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 08 (Consejo General del Poder Judicial),,706,1381,300,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,0.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 09 (Aportaciones al Mutualismo Administrativo)   Sin enmiendas,,259,79,3,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,1,-1.0,,,,,23/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 10 (Contratación Centralizada)   Sin enmiendas.,,260,78,3,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,1,-1.0,,,,,23/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 12 (Asuntos Exteriores y de Cooperación),,2382,3650,788,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 13 (Justicia),,2163,2353,258,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 14 (Defensa),,2041,4343,1118,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 15 (Hacienda y Función Pública),,2079,2719,317,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 16 (Interior),,3298,4787,440,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 17 (Fomento),,5970,9816,2628,False,Función legislativa,Proyecto de ley.,,-1.0,-1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Sección 18 (Educación, Cultura y Deporte)",,5627,5956,1034,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 19 (Empleo y Seguridad Social),,2667,2617,172,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Sección 20 (Energía, Turismo y Agenda Digital)",,3275,4854,737,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Sección 23 (Agricultura y Pesca, Alimentación y Medio Ambiente)",,7576,6308,1802,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 25 (Presidencia y para las Administraciones Territoriales),,2256,2455,404,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,23/5/2018,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Sección 26 (Sanidad, Servicios Sociales e Igualdad)",,3123,3678,701,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,"Sección 27 (Economía, Industria y Competitividad)",,5397,5279,577,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 32 (Otras Relaciones Financieras con Entes Territoriales),,1309,1745,356,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,0.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 33 (Fondos de Compensación Interterritorial)   Sin enmiendas.,,177,161,3,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,-1,-1.0,,,,,23/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 34 (Relaciones Financieras con la Unión Europea),,340,335,7,False,Función legislativa,Proyecto de ley.,,0.0,1,0,0,1,1.0,,,,,23/5/2018,1.0,0.0,0.0,0.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 35 (Fondo de Contingencia)   Sin enmiendas,,176,162,3,True,Función legislativa,Proyecto de ley.,,1.0,-1,1,1,-1,-1.0,,,,,23/5/2018,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 36 (Sistemas de Financiación de Entes Territoriales),,338,337,7,False,Función legislativa,Proyecto de ley.,,0.0,0,0,0,0,1.0,,,,,30/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Sección 60 (Seguridad Social),,1383,1640,46,False,Función legislativa,Proyecto de ley.,,-1.0,1,-1,-1,1,1.0,,,,,31/5/2017,1.0,0.0,0.0,1.0,1.0
121/000020,Proyecto de Ley de Presupuestos Generales del Estado para el año 2018.,Título I,,338,338,6,False,Función legislativa,Proyecto de ley.,,0.0,0,0,0,0,0.0,,,,,30/5/2017,1.0,0.0,0.0,0.0,1.0
